Organism,Seq,Positions,,,,,
Bacillus,721,345-429,433-564,,,,
Bacillus,722,0-61,151-263,358-553,562-613,,
Bacillus,723,146-476,547-613,,,,
Bacillus,724,252-460,489-613,,,,
Bacillus,725,310-428,434-524,,,,
Bacillus,726,76-476,,,,,
Bacillus,727,21-106,385-443,,,,
Bacillus,728,277-451,,,,,
Bacillus,729,255-428,497-613,,,,
Bacillus,730,308-458,,,,,
Bacillus,731,344-460,464-559,,,,
Bacillus,732,392-501,,,,,
Bacillus,733,179-301,321-474,563-613,,,
Bacillus,734,178-273,336-443,,,,
Bacillus,735,337-516,521-596,,,,
Bacillus,736,12-74,329-447,,,,
Bacillus,737,84-144,237-555,,,,
Bacillus,738,254-295,306-456,,,,
Bacillus,739,387-518,,,,,
Bacillus,740,297-437,,,,,
Bacillus,741,342-477,502-569,,,,
Bacillus,742,317-421,,,,,
Bacillus,743,33-85,195-255,385-544,,,
Bacillus,744,225-294,365-445,,,,
Bacillus,745,67-116,352-463,520-564,,,
Bacillus,746,416-568,,,,,
Bacillus,747,111-168,174-358,398-459,572-613,,
Bacillus,748,370-469,,,,,
Bacillus,749,30-121,171-226,333-453,463-504,,
Bacillus,750,174-237,324-371,378-459,,,
Bacillus,751,378-481,,,,,
Bacillus,752,259-312,335-493,,,,
Bacillus,753,0-84,332-499,,,,
Bacillus,754,123-267,,,,,
Bacillus,755,241-442,471-561,,,,
Bacillus,756,297-438,497-592,,,,
Bacillus,757,362-551,,,,,
Bacillus,758,194-254,277-323,390-455,,,
Bacillus,759,181-504,510-549,,,,
Bacillus,760,322-477,,,,,
Bacillus,761,17-93,199-286,376-499,,,
Bacillus,762,57-94,273-337,350-488,,,
Bacillus,763,224-388,404-473,530-580,,,
Bacillus,764,229-470,,,,,
Bacillus,765,403-613,,,,,
Bacillus,766,0-45,433-604,,,,
Bacillus,767,286-349,376-446,,,,
Bacillus,768,22-83,324-535,,,,
Bacillus,769,368-593,,,,,
Bacillus,770,263-341,344-556,,,,
Bacillus,771,390-496,,,,,
Bacillus,772,107-151,348-453,,,,
Bacillus,773,354-425,,,,,
Bacillus,774,355-442,525-568,,,,
Bacillus,775,339-492,,,,,
Bacillus,776,188-301,338-411,,,,
Bacillus,777,18-78,268-355,397-442,,,
Bacillus,778,227-264,352-451,530-613,,,
Bacillus,779,220-286,348-497,,,,
Bacillus,780,159-230,385-468,,,,
Bacillus,781,311-506,,,,,
Bacillus,782,475-577,,,,,
Bacillus,783,69-140,186-223,244-542,,,
Bacillus,784,334-400,419-503,,,,
Bacillus,785,234-309,355-439,,,,
Bacillus,786,372-452,,,,,
Bacillus,787,197-285,289-460,,,,
Bacillus,788,360-431,555-607,,,,
Bacillus,789,167-226,,,,,
Bacillus,790,379-539,,,,,
Bacillus,791,134-200,454-510,,,,
Bacillus,792,17-118,368-412,421-469,522-613,,
Bacillus,793,294-348,361-476,,,,
Bacillus,794,72-114,334-471,538-613,,,
Bacillus,795,389-432,,,,,
Bacillus,796,364-477,,,,,
Bacillus,797,363-440,548-602,,,,
Bacillus,798,341-445,452-492,,,,
Bacillus,799,71-121,337-613,,,,
Bacillus,800,299-467,,,,,
Bacillus,801,0-52,373-446,,,,
Bacillus,802,306-439,489-537,,,,
Bacillus,803,182-349,432-530,,,,
Bacillus,804,342-502,,,,,
Bacillus,805,306-564,573-613,,,,
Bacillus,806,289-367,372-571,,,,
Bacillus,807,254-306,350-493,556-613,,,
Bacillus,808,385-488,,,,,
Bacillus,809,295-361,568-613,,,,
Bacillus,810,262-502,,,,,
Bacillus,811,194-248,302-464,,,,
Bacillus,812,384-547,553-596,,,,
Bacillus,813,181-284,301-477,,,,
Bacillus,814,274-380,,,,,
Bacillus,815,351-434,,,,,
Bacillus,816,221-258,287-476,,,,
Bacillus,817,365-565,,,,,
Bacillus,818,334-613,,,,,
Bacillus,819,263-448,,,,,
Bacillus,820,1-67,369-412,416-515,,,
Bacillus,821,523-600,,,,,
Bacillus,822,157-243,357-446,,,,
Bacillus,823,348-513,,,,,
Bacillus,824,385-465,,,,,
Bacillus,825,212-272,276-414,444-572,,,
Bacillus,826,227-284,288-383,389-458,527-608,,
Bacillus,827,194-251,259-436,,,,
Bacillus,828,270-527,,,,,
Bacillus,829,320-524,,,,,
Bacillus,830,275-365,380-529,,,,
Bacillus,831,0-160,354-468,538-613,,,
Bacillus,832,324-426,,,,,
Bacillus,833,307-435,,,,,
Bacillus,834,410-549,,,,,
Bacillus,835,402-525,,,,,
Bacillus,836,311-538,,,,,
Bacillus,837,254-461,,,,,
Bacillus,838,3-169,437-476,564-611,,,
Bacillus,839,408-476,516-591,,,,
Bacillus,840,0-44,51-91,124-222,226-349,366-463,
Bacillus,841,243-468,573-613,,,,
Bacillus,842,314-412,563-600,,,,
Bacillus,843,393-510,,,,,
Bacillus,844,313-458,,,,,
Bacillus,845,200-347,,,,,
Bacillus,846,402-540,,,,,
Bacillus,847,347-513,,,,,
Bacillus,848,207-254,320-399,,,,
Bacillus,849,300-428,435-522,,,,
Bacillus,850,141-212,248-498,569-608,,,
Bacillus,851,139-182,310-406,451-513,563-613,,
Bacillus,852,289-464,,,,,
Bacillus,853,49-114,188-439,,,,
Bacillus,854,330-393,466-522,,,,
Bacillus,855,194-236,296-393,,,,
Bacillus,856,61-153,297-341,469-524,,,
Bacillus,857,6-153,434-479,,,,
Bacillus,858,1-107,381-510,,,,
Bacillus,859,306-362,379-494,,,,
Bacillus,860,7-155,382-557,,,,
Bacillus,861,342-511,,,,,
Bacillus,862,329-509,565-613,,,,
Bacillus,863,366-456,,,,,
Bacillus,864,245-309,363-478,,,,
Bacillus,865,276-381,,,,,
Bacillus,866,348-423,,,,,
Bacillus,867,431-511,535-593,,,,
Bacillus,868,383-533,,,,,
Bacillus,869,274-315,329-601,,,,
Bacillus,870,288-492,,,,,
Bacillus,871,238-333,386-503,,,,
Bacillus,872,137-213,343-538,,,,
Bacillus,873,264-359,374-548,,,,
Bacillus,874,488-596,,,,,
Bacillus,875,278-315,320-414,,,,
Bacillus,876,0-183,339-477,,,,
Bacillus,877,406-468,483-529,,,,
Bacillus,878,0-49,247-421,,,,
Bacillus,879,289-536,,,,,
Bacillus,880,480-565,,,,,
Bacillus,881,281-509,552-613,,,,
Bacillus,882,407-478,,,,,
Bacillus,883,121-158,217-492,,,,
Bacillus,884,381-568,,,,,
Bacillus,885,334-472,,,,,
Bacillus,886,0-54,313-436,,,,
Bacillus,887,274-502,,,,,
Bacillus,888,314-476,497-559,,,,
Bacillus,889,39-82,393-486,,,,
Bacillus,890,330-530,,,,,
Bacillus,891,0-37,88-128,133-208,215-287,374-467,
Bacillus,892,241-509,,,,,
Bacillus,893,2-104,157-253,353-454,,,
Bacillus,894,220-486,,,,,
Bacillus,895,305-434,507-613,,,,
Bacillus,896,319-492,,,,,
Bacillus,897,206-334,356-478,,,,
Bacillus,898,347-424,429-484,524-583,,,
Bacillus,899,307-458,,,,,
Bacillus,900,331-535,,,,,
Bacillus,901,52-207,250-345,423-474,,,
Bacillus,902,0-166,258-366,445-521,,,
Bacillus,903,0-74,312-433,445-481,,,
Bacillus,904,278-522,,,,,
Bacillus,905,239-279,332-448,453-545,,,
Bacillus,906,135-424,483-604,,,,
Bacillus,907,269-490,,,,,
Bacillus,908,198-362,,,,,
Bacillus,909,204-268,317-492,512-607,,,
Bacillus,910,277-494,,,,,
Bacillus,911,368-490,,,,,
Bacillus,912,370-520,,,,,
Bacillus,913,261-384,,,,,
Bacillus,914,343-477,,,,,
Bacillus,915,0-68,77-152,368-520,,,
Bacillus,916,349-516,,,,,
Bacillus,917,130-231,293-429,,,,
Bacillus,918,0-47,181-388,422-486,,,
Bacillus,919,193-288,363-499,,,,
Bacillus,920,335-596,,,,,
Bacillus,921,149-193,258-501,546-613,,,
Bacillus,922,275-464,564-613,,,,
Bacillus,923,0-55,,,,,
Bacillus,924,228-275,279-442,452-542,568-613,,
Bacillus,925,147-185,344-482,,,,
Bacillus,926,257-347,402-474,,,,
Bacillus,927,318-437,,,,,
Bacillus,928,11-67,210-302,311-460,,,
Bacillus,929,49-99,198-263,344-399,527-564,,
Bacillus,930,371-495,,,,,
Bacillus,931,420-536,,,,,
Bacillus,932,25-76,93-218,260-397,,,
Bacillus,933,355-590,,,,,
Bacillus,934,99-154,222-444,,,,
Bacillus,935,321-504,,,,,
Bacillus,936,149-309,317-410,552-592,,,
Bacillus,937,240-302,305-513,,,,
Bacillus,938,142-215,537-604,,,,
Bacillus,939,0-54,84-450,478-546,,,
Bacillus,940,248-295,353-456,,,,
Bacillus,941,0-36,275-339,348-502,,,
Bacillus,942,400-529,,,,,
Bacillus,943,294-343,415-510,,,,
Bacillus,944,258-421,,,,,
Bacillus,945,355-463,,,,,
Bacillus,946,273-497,,,,,
Bacillus,947,298-375,424-520,,,,
Bacillus,948,115-343,,,,,
Bacillus,949,286-477,509-578,,,,
Bacillus,950,250-485,,,,,
Bacillus,951,347-470,,,,,
Bacillus,952,259-443,448-613,,,,
Bacillus,953,272-613,,,,,
Bacillus,954,364-548,,,,,
Bacillus,955,59-114,382-435,,,,
Bacillus,956,121-256,324-581,,,,
Bacillus,957,118-203,320-395,456-515,,,
Bacillus,958,308-591,,,,,
Bacillus,959,342-490,564-613,,,,
Bacillus,960,216-563,,,,,
Bacillus,961,320-496,,,,,
Bacillus,962,370-502,,,,,
Bacillus,963,302-512,,,,,
Bacillus,964,255-476,,,,,
Bacillus,965,329-438,512-592,,,,
Bacillus,966,97-147,433-475,,,,
Bacillus,967,390-537,560-597,,,,
Bacillus,968,362-407,495-613,,,,
Bacillus,969,0-87,158-343,351-470,,,
Bacillus,970,239-332,423-494,,,,
Bacillus,971,364-479,,,,,
Bacillus,972,208-269,345-485,,,,
Bacillus,973,312-546,,,,,
Bacillus,974,324-381,475-561,,,,
Bacillus,975,205-288,387-473,,,,
Bacillus,976,268-462,,,,,
Bacillus,977,248-557,,,,,
Bacillus,978,131-213,303-356,361-428,476-526,,
Bacillus,979,276-386,455-559,,,,
Bacillus,980,25-67,82-120,216-313,465-520,,
Bacillus,981,185-256,324-451,,,,
Bacillus,982,0-56,,,,,
Bacillus,983,334-553,,,,,
Bacillus,984,183-253,257-496,,,,
Bacillus,985,220-279,347-440,444-507,,,
Bacillus,986,336-613,,,,,
Bacillus,987,183-236,326-448,,,,
Bacillus,988,397-599,,,,,
Bacillus,989,243-302,441-499,,,,
Bacillus,990,336-557,,,,,
Bacillus,991,,,,,,
Bacillus,992,0-43,118-154,381-517,,,
Bacillus,993,374-479,,,,,
Bacillus,994,334-441,,,,,
Bacillus,995,321-597,,,,,
Bacillus,996,351-586,,,,,
Bacillus,997,376-517,,,,,
Bacillus,998,281-471,,,,,
Bacillus,999,307-376,404-503,,,,
Bacillus,1000,0-405,409-465,,,,
Bacillus,1001,9-156,160-224,326-449,,,
Bacillus,1002,0-166,,,,,
Bacillus,1003,285-466,,,,,
Bacillus,1004,569-613,,,,,
Bacillus,1005,189-307,400-523,,,,
Bacillus,1006,326-466,,,,,
Bacillus,1007,7-68,342-591,,,,
Bacillus,1008,314-421,447-484,488-536,545-605,,
Bacillus,1009,252-448,,,,,
Bacillus,1010,235-500,,,,,
Bacillus,1011,27-71,210-290,356-418,,,
Bacillus,1012,275-318,332-475,,,,
Bacillus,1013,280-353,370-456,482-551,,,
Bacillus,1014,76-140,220-330,398-473,576-613,,
Bacillus,1015,243-415,,,,,
Bacillus,1016,326-601,,,,,
Bacillus,1017,28-79,392-503,,,,
Bacillus,1018,354-458,,,,,
Bacillus,1019,265-484,,,,,
Bacillus,1020,184-304,340-428,,,,
Bacillus,1021,332-613,,,,,
Chlamydia,1,331-468,,,,,
Chlamydia,2,258-307,479-533,,,,
Chlamydia,3,217-267,414-517,,,,
Chlamydia,4,126-163,170-215,283-415,,,
Chlamydia,5,179-225,338-507,,,,
Chlamydia,6,325-405,434-522,574-613,,,
Chlamydia,7,140-231,572-613,,,,
Chlamydia,8,387-448,505-613,,,,
Chlamydia,9,328-423,515-610,,,,
Chlamydia,10,282-449,,,,,
Chlamydia,11,235-333,346-426,,,,
Chlamydia,12,326-491,,,,,
Chlamydia,13,194-246,388-477,,,,
Chlamydia,14,350-613,,,,,
Chlamydia,15,556-613,,,,,
Chlamydia,16,392-450,,,,,
Chlamydia,17,246-381,,,,,
Chlamydia,18,76-152,246-332,382-502,,,
Chlamydia,19,377-479,,,,,
Chlamydia,20,27-71,364-463,513-613,,,
Chlamydia,21,301-372,395-582,,,,
Chlamydia,22,379-427,445-613,,,,
Chlamydia,23,132-169,433-547,,,,
Chlamydia,24,184-225,356-548,567-612,,,
Chlamydia,25,305-506,571-613,,,,
Chlamydia,26,,,,,,
Chlamydia,27,335-464,,,,,
Chlamydia,28,181-267,394-483,,,,
Chlamydia,29,46-99,167-486,,,,
Chlamydia,30,317-457,461-600,,,,
Chlamydia,31,328-453,511-555,,,,
Chlamydia,32,296-502,559-613,,,,
Chlamydia,33,193-289,321-359,366-427,,,
Chlamydia,34,269-483,,,,,
Chlamydia,35,316-436,,,,,
Chlamydia,36,239-522,,,,,
Chlamydia,37,291-463,,,,,
Chlamydia,38,244-443,,,,,
Chlamydia,39,115-197,201-470,,,,
Chlamydia,40,380-489,,,,,
Chlamydia,41,76-123,235-448,,,,
Chlamydia,42,179-479,,,,,
Chlamydia,43,202-422,429-476,,,,
Chlamydia,44,24-159,276-403,,,,
Chlamydia,45,332-382,387-528,,,,
Chlamydia,46,252-333,358-465,,,,
Chlamydia,47,383-483,487-570,,,,
Chlamydia,48,347-414,,,,,
Chlamydia,49,401-499,,,,,
Chlamydia,50,323-406,,,,,
Chlamydia,51,299-455,,,,,
Chlamydia,52,418-491,,,,,
Chlamydia,53,91-384,,,,,
Chlamydia,54,257-322,,,,,
Chlamydia,55,253-429,,,,,
Chlamydia,56,279-333,352-426,506-559,,,
Chlamydia,57,309-492,,,,,
Chlamydia,58,93-480,487-532,,,,
Chlamydia,59,205-273,542-613,,,,
Chlamydia,60,,,,,,
Chlamydia,61,323-477,,,,,
Chlamydia,62,308-478,,,,,
Chlamydia,63,322-422,,,,,
Chlamydia,64,51-98,279-462,,,,
Chlamydia,65,214-274,420-467,,,,
Chlamydia,66,428-543,,,,,
Chlamydia,67,63-120,497-541,,,,
Chlamydia,68,141-379,529-613,,,,
Chlamydia,69,451-496,,,,,
Chlamydia,70,199-276,299-393,,,,
Chlamydia,71,41-140,430-527,,,,
Chlamydia,72,244-528,,,,,
Chlamydia,73,234-282,329-473,,,,
Chlamydia,74,381-453,,,,,
Chlamydia,75,281-500,,,,,
Chlamydia,76,209-268,390-474,,,,
Chlamydia,77,320-490,,,,,
Chlamydia,78,297-467,,,,,
Chlamydia,79,253-486,,,,,
Chlamydia,80,0-44,312-448,,,,
Chlamydia,81,283-431,,,,,
Chlamydia,82,250-365,483-537,,,,
Chlamydia,83,247-371,,,,,
Chlamydia,84,41-103,244-497,558-613,,,
Chlamydia,85,386-546,,,,,
Chlamydia,86,16-98,240-312,400-506,,,
Chlamydia,87,396-455,,,,,
Chlamydia,88,163-200,371-479,,,,
Chlamydia,89,307-478,,,,,
Chlamydia,90,195-257,324-473,,,,
Chlamydia,91,2-486,,,,,
Chlamydia,92,324-481,,,,,
Chlamydia,93,264-312,511-548,,,,
Chlamydia,94,256-442,,,,,
Chlamydia,95,157-255,407-450,,,,
Chlamydia,96,151-194,199-302,310-458,463-613,,
Chlamydia,97,175-343,411-457,,,,
Chlamydia,98,222-270,,,,,
Chlamydia,99,165-212,241-278,341-454,,,
Chlamydia,100,311-375,463-504,534-613,,,
Chlamydia,101,274-436,,,,,
Chlamydia,102,0-111,194-275,,,,
Chlamydia,103,174-227,405-471,575-613,,,
Chlamydia,104,342-412,565-603,,,,
Chlamydia,105,136-237,,,,,
Chlamydia,106,327-454,,,,,
Chlamydia,107,294-475,,,,,
Chlamydia,108,328-515,,,,,
Chlamydia,109,6-51,280-531,,,,
Chlamydia,110,363-472,,,,,
Chlamydia,111,145-206,345-451,,,,
Chlamydia,112,344-529,,,,,
Chlamydia,113,291-459,,,,,
Chlamydia,114,309-432,,,,,
Chlamydia,115,321-582,,,,,
Chlamydia,116,314-426,433-538,,,,
Chlamydia,117,220-459,,,,,
Chlamydia,118,90-194,,,,,
Chlamydia,119,299-402,,,,,
Chlamydia,120,332-464,546-583,,,,
Chlamydia,121,201-467,526-613,,,,
Chlamydia,122,38-89,361-494,555-605,,,
Chlamydia,123,215-504,,,,,
Chlamydia,124,309-478,,,,,
Chlamydia,125,308-477,,,,,
Chlamydia,126,360-470,,,,,
Chlamydia,127,276-331,379-539,,,,
Chlamydia,128,291-449,456-557,,,,
Chlamydia,129,68-114,388-457,,,,
Chlamydia,130,232-301,331-406,,,,
Chlamydia,131,384-471,,,,,
Chlamydia,132,184-234,512-563,,,,
Chlamydia,133,219-290,335-516,,,,
Chlamydia,134,169-227,269-310,381-464,490-573,,
Chlamydia,135,293-412,544-613,,,,
Chlamydia,136,63-257,273-332,,,,
Chlamydia,137,198-245,274-441,445-553,,,
Chlamydia,138,422-477,524-612,,,,
Chlamydia,139,16-84,383-506,,,,
Chlamydia,140,204-286,360-493,,,,
Chlamydia,141,99-203,302-342,417-500,533-613,,
Chlamydia,142,194-281,355-613,,,,
Chlamydia,143,174-232,285-372,386-514,,,
Chlamydia,144,3-41,297-360,371-492,,,
Chlamydia,145,307-343,376-508,,,,
Chlamydia,146,147-183,263-369,379-435,510-558,,
Chlamydia,147,405-495,,,,,
Chlamydia,148,59-109,192-308,479-538,,,
Chlamydia,149,368-501,,,,,
Chlamydia,150,311-430,438-551,,,,
Chlamydia,151,280-429,457-524,,,,
Chlamydia,152,339-506,,,,,
Chlamydia,153,43-180,184-321,387-458,506-595,,
Chlamydia,154,292-461,,,,,
Chlamydia,155,0-115,343-484,,,,
Chlamydia,156,409-613,,,,,
Chlamydia,157,400-470,550-613,,,,
Chlamydia,158,259-475,,,,,
Chlamydia,159,154-219,312-424,,,,
Chlamydia,160,366-437,568-613,,,,
Chlamydia,161,396-496,505-613,,,,
Chlamydia,162,7-43,376-471,535-595,,,
Chlamydia,163,269-500,,,,,
Chlamydia,164,309-395,,,,,
Chlamydia,165,115-186,371-434,566-613,,,
Chlamydia,166,16-102,387-539,,,,
Chlamydia,167,322-439,449-541,,,,
Chlamydia,168,60-194,200-271,374-465,,,
Chlamydia,169,174-286,,,,,
Chlamydia,170,283-510,,,,,
Chlamydia,171,401-464,,,,,
Chlamydia,172,343-450,,,,,
Chlamydia,173,15-103,314-476,,,,
Chlamydia,174,252-464,,,,,
Chlamydia,175,252-348,387-459,,,,
Chlamydia,176,0-48,129-200,534-613,,,
Chlamydia,177,117-208,289-540,,,,
Chlamydia,178,19-61,170-212,276-449,523-605,,
Chlamydia,179,326-460,,,,,
Chlamydia,180,262-328,382-524,,,,
Chlamydia,181,355-480,,,,,
Chlamydia,182,297-347,,,,,
Chlamydia,183,364-435,535-596,,,,
Chlamydia,184,52-109,261-521,561-613,,,
Chlamydia,185,202-253,455-493,535-613,,,
Chlamydia,186,249-333,370-469,,,,
Chlamydia,187,338-421,544-613,,,,
Chlamydia,188,10-65,339-510,,,,
Chlamydia,189,319-359,364-462,,,,
Chlamydia,190,274-452,,,,,
Chlamydia,191,237-337,426-500,,,,
Chlamydia,192,269-422,,,,,
Chlamydia,193,87-220,228-365,437-542,,,
Chlamydia,194,327-451,,,,,
Chlamydia,195,168-294,299-515,518-582,,,
Chlamydia,196,491-536,,,,,
Chlamydia,197,148-264,364-443,,,,
Chlamydia,198,190-483,505-564,571-613,,,
Chlamydia,199,221-307,326-489,,,,
Chlamydia,200,378-467,,,,,
Chlamydia,201,306-504,,,,,
Chlamydia,202,238-465,469-545,,,,
Chlamydia,203,235-282,290-370,379-494,,,
Chlamydia,204,290-364,370-489,,,,
Chlamydia,205,236-282,310-511,,,,
Chlamydia,206,,,,,,
Chlamydia,207,416-511,,,,,
Chlamydia,208,376-504,,,,,
Chlamydia,209,377-505,510-593,,,,
Chlamydia,210,289-466,,,,,
Chlamydia,211,343-440,,,,,
Chlamydia,212,26-131,312-480,482-613,,,
Chlamydia,213,245-580,,,,,
Chlamydia,214,340-474,,,,,
Chlamydia,215,315-479,,,,,
Chlamydia,216,188-235,288-436,,,,
Chlamydia,217,267-406,548-597,,,,
Chlamydia,218,8-504,,,,,
Chlamydia,219,194-239,362-450,,,,
Chlamydia,220,364-486,,,,,
Chlamydia,221,176-258,299-450,,,,
Chlamydia,222,280-423,,,,,
Chlamydia,223,34-116,149-334,530-613,,,
Chlamydia,224,63-102,106-172,248-314,318-457,,
Chlamydia,225,369-492,502-545,549-587,,,
Chlamydia,226,,,,,,
Chlamydia,227,291-551,,,,,
Chlamydia,228,361-532,561-613,,,,
Chlamydia,229,301-469,,,,,
Chlamydia,230,367-487,,,,,
Chlamydia,231,294-485,,,,,
Chlamydia,232,392-599,,,,,
Chlamydia,233,158-316,561-613,,,,
Chlamydia,234,325-476,,,,,
Chlamydia,235,146-192,390-471,,,,
Chlamydia,236,370-591,,,,,
Chlamydia,237,259-453,456-496,,,,
Chlamydia,238,356-422,,,,,
Chlamydia,239,350-480,,,,,
Chlamydia,240,356-450,560-613,,,,
Chlamydia,241,347-485,,,,,
Chlamydia,242,332-485,538-613,,,,
Chlamydia,243,305-465,,,,,
Chlamydia,244,202-473,,,,,
Chlamydia,245,25-62,214-312,384-452,544-613,,
Chlamydia,246,104-185,274-368,,,,
Chlamydia,247,80-152,227-552,,,,
Chlamydia,248,63-101,137-175,179-258,277-493,,
Chlamydia,249,285-383,396-473,507-577,,,
Chlamydia,250,241-393,,,,,
Chlamydia,251,1-72,77-113,229-470,534-613,,
Chlamydia,252,459-558,,,,,
Chlamydia,253,359-402,554-613,,,,
Chlamydia,254,318-447,,,,,
Chlamydia,255,121-240,341-382,453-580,,,
Chlamydia,256,0-37,80-130,362-496,,,
Chlamydia,257,4-119,396-448,468-562,,,
Chlamydia,258,267-603,,,,,
Chlamydia,259,310-436,561-602,,,,
Chlamydia,260,242-414,,,,,
Chlamydia,261,324-487,,,,,
Chlamydia,262,320-497,,,,,
Chlamydia,263,57-103,288-493,,,,
Chlamydia,264,365-493,,,,,
Chlamydia,265,,,,,,
Chlamydia,266,176-275,384-452,,,,
Chlamydia,267,176-235,242-358,400-447,,,
Chlamydia,268,65-138,266-322,515-606,,,
Chlamydia,269,534-570,,,,,
Chlamydia,270,256-321,,,,,
Chlamydia,271,252-522,,,,,
Chlamydia,272,191-240,329-486,,,,
Chlamydia,273,224-265,323-407,,,,
Chlamydia,274,123-172,314-481,,,,
Chlamydia,275,372-420,427-559,,,,
Chlamydia,276,259-468,,,,,
Chlamydia,277,233-611,,,,,
Chlamydia,278,292-468,,,,,
Chlamydia,279,123-170,252-522,,,,
Chlamydia,280,192-483,,,,,
Chlamydia,281,75-135,293-550,,,,
Chlamydia,282,277-613,,,,,
Chlamydia,283,220-306,316-404,425-484,,,
Chlamydia,284,285-417,,,,,
Chlamydia,285,185-442,,,,,
Chlamydia,286,114-190,352-482,509-577,,,
Chlamydia,287,335-472,,,,,
Chlamydia,288,154-487,,,,,
Chlamydia,289,256-359,,,,,
Chlamydia,290,263-538,,,,,
Chlamydia,291,13-102,106-185,364-445,,,
Chlamydia,292,187-355,360-399,,,,
Chlamydia,293,289-348,378-506,,,,
Chlamydia,294,321-421,440-516,,,,
Chlamydia,295,347-532,,,,,
Chlamydia,296,384-548,,,,,
Chlamydia,297,422-498,503-544,,,,
Chlamydia,298,240-372,419-538,,,,
Chlamydia,299,35-113,375-467,536-581,,,
Chlamydia,300,281-466,,,,,
Chlamydia,301,125-208,224-283,,,,
Chlamydia,302,156-201,219-362,542-613,,,
Chlamydia,303,10-72,400-585,,,,
Chlamydia,304,393-509,574-613,,,,
Chlamydia,305,269-506,537-611,,,,
Chlamydia,306,328-458,,,,,
Chlamydia,307,338-454,472-543,,,,
Chlamydia,308,373-450,,,,,
Chlamydia,309,329-456,514-571,,,,
Chlamydia,310,137-173,228-334,379-455,,,
Chlamydia,311,64-252,456-544,,,,
Chlamydia,312,146-245,342-438,,,,
Chlamydia,313,205-256,293-437,,,,
Chlamydia,314,211-259,337-427,517-609,,,
Chlamydia,315,377-566,,,,,
Chlamydia,316,84-306,536-583,,,,
Chlamydia,317,503-613,,,,,
Chlamydia,318,382-430,,,,,
Chlamydia,319,228-335,342-409,,,,
Chlamydia,320,295-408,483-586,,,,
Chlamydia,321,100-190,295-478,,,,
Chlamydia,322,361-409,,,,,
Chlamydia,323,155-208,227-264,304-387,401-486,,
Chlamydia,324,284-347,389-449,,,,
Chlamydia,325,241-303,385-446,,,,
Chlamydia,326,209-338,356-613,,,,
Ecoli,1,365-479,,,,,
Ecoli,2,22-147,349-449,,,,
Ecoli,3,322-437,,,,,
Ecoli,4,304-415,435-506,,,,
Ecoli,5,299-481,,,,,
Ecoli,6,285-544,,,,,
Ecoli,7,28-76,276-336,395-496,,,
Ecoli,8,166-219,334-463,,,,
Ecoli,9,0-65,80-118,124-262,,,
Ecoli,10,354-436,464-539,,,,
Ecoli,11,44-97,310-513,,,,
Ecoli,12,297-448,457-587,,,,
Ecoli,13,322-365,378-575,,,,
Ecoli,14,31-112,392-467,,,,
Ecoli,15,211-271,379-475,,,,
Ecoli,16,148-210,253-331,404-499,,,
Ecoli,17,48-105,131-186,272-455,,,
Ecoli,18,0-38,348-416,,,,
Ecoli,19,292-476,534-597,,,,
Ecoli,20,376-552,,,,,
Ecoli,21,27-93,320-472,,,,
Ecoli,22,175-248,338-396,,,,
Ecoli,23,222-528,,,,,
Ecoli,24,362-504,,,,,
Ecoli,25,313-412,444-498,,,,
Ecoli,26,359-458,475-530,,,,
Ecoli,27,287-516,,,,,
Ecoli,28,190-384,445-513,,,,
Ecoli,29,6-42,392-490,,,,
Ecoli,30,448-514,,,,,
Ecoli,31,361-505,,,,,
Ecoli,32,287-422,,,,,
Ecoli,33,274-488,,,,,
Ecoli,34,81-216,220-395,431-554,,,
Ecoli,35,220-265,291-340,343-383,387-431,,
Ecoli,36,250-558,,,,,
Ecoli,37,319-453,,,,,
Ecoli,38,270-539,,,,,
Ecoli,39,428-501,507-613,,,,
Ecoli,40,95-156,324-407,424-470,,,
Ecoli,41,337-449,,,,,
Ecoli,42,283-389,,,,,
Ecoli,43,224-261,427-532,,,,
Ecoli,44,294-353,372-455,491-550,,,
Ecoli,45,0-146,292-376,512-548,,,
Ecoli,46,0-47,153-448,,,,
Ecoli,47,280-476,,,,,
Ecoli,48,297-408,430-520,,,,
Ecoli,49,241-339,344-509,,,,
Ecoli,50,329-417,,,,,
Ecoli,51,312-480,484-525,,,,
Ecoli,52,158-368,424-528,,,,
Ecoli,53,424-501,,,,,
Ecoli,54,33-139,253-292,327-512,,,
Ecoli,55,396-504,,,,,
Ecoli,56,204-286,297-501,,,,
Ecoli,57,74-179,233-306,367-487,,,
Ecoli,58,437-605,,,,,
Ecoli,59,452-529,,,,,
Ecoli,60,307-587,,,,,
Ecoli,61,0-47,53-92,237-301,395-499,,
Ecoli,62,389-495,,,,,
Ecoli,63,,,,,,
Ecoli,64,227-442,,,,,
Ecoli,65,202-375,,,,,
Ecoli,66,258-333,371-415,431-493,,,
Ecoli,67,136-211,283-510,,,,
Ecoli,68,419-497,,,,,
Ecoli,69,392-498,,,,,
Ecoli,70,417-613,,,,,
Ecoli,71,0-72,417-485,,,,
Ecoli,72,273-315,491-546,,,,
Ecoli,73,241-308,356-481,,,,
Ecoli,74,393-485,,,,,
Ecoli,75,319-566,,,,,
Ecoli,76,160-491,497-612,,,,
Ecoli,77,65-132,137-179,210-383,387-469,,
Ecoli,78,340-406,432-493,,,,
